"","Year","SITC","sitc_sdesc","Country","ExportsFASValueBasisJan","GenImportsCustomsValBasisJan","GenImportsCIFValBasisJan","ExportsFASValueBasisFeb","GenImportsCustomsValBasisFeb","GenImportsCIFValBasisFeb","ExportsFASValueBasisMar","GenImportsCustomsValBasisMar","GenImportsCIFValBasisMar","ExportsFASValueBasisApr","GenImportsCustomsValBasisApr","GenImportsCIFValBasisApr","ExportsFASValueBasisMay","GenImportsCustomsValBasisMay","GenImportsCIFValBasisMay","ExportsFASValueBasisJun","GenImportsCustomsValBasisJun","GenImportsCIFValBasisJun","ExportsFASValueBasisJul","GenImportsCustomsValBasisJul","GenImportsCIFValBasisJul","ExportsFASValueBasisAug","GenImportsCustomsValBasisAug","GenImportsCIFValBasisAug","ExportsFASValueBasisSep","GenImportsCustomsValBasisSep","GenImportsCIFValBasisSep","ExportsFASValueBasisOct","GenImportsCustomsValBasisOct","GenImportsCIFValBasisOct","ExportsFASValueBasisNov","GenImportsCustomsValBasisNov","GenImportsCIFValBasisNov","ExportsFASValueBasisDec","GenImportsCustomsValBasisDec","GenImportsCIFValBasisDec","ExportsFASValueBasisYtdDec","GenImportsCustomsValBasisYtdDec","GenImportsCIFValBasisYtdDec","CTY_CODE"
"3169","2002","288","NONFERROUS BASE METAL WASTE & SCRAP","Georgia",0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,15502,0,0,15502,0,0,7751,0,0,0,0,0,64055,0,0,"4633"
"3170","2002","775","HOUSEHOLD TYPE ELECTRIC & NONELECTRIC EQUIPMENT","Chile",380658,32754,33254,186135,20650,24088,731984,13536,14781,590094,30690,34622,155905,2015,3069,837921,92882,98722,387563,27612,28112,248243,0,0,308427,44900,50894,487850,28950,29941,710595,37232,37728,422422,74897,78587,5447797,406118,433798,"3370"
"3171","2002","891","ARMS AND AMMUNITION","Korea, South",12814877,1333947,1356811,15090624,1371605,1429966,14748676,886028,904705,12864829,1935938,1996242,23330814,914505,929484,14496299,1157800,1176557,47356877,1196769,1214641,39408486,953206,1025415,9178971,1178744,1206691,8193167,735680,754390,23343837,740839,761465,142346255,1240492,1264790,363173712,13645553,14021157,"5800"
"3172","2002","642","PAPER & PAPERBOARD, CUT TO SIZE OR SHAPE, ARTICLE","Switzerland",186175,511370,543042,261965,504511,531373,226483,482939,514284,152495,351416,381324,148633,397118,415786,148071,744731,789885,472378,354442,386804,268714,274715,303618,170629,311606,341016,420959,305935,326243,524909,474871,529824,583744,472049,496020,3565155,5185703,5559219,"4419"
"3173","2002","725","PAPER MILL AND PULP MILL MACHINES","Bangladesh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9704,0,0,3450,0,0,0,0,0,0,0,0,13154,0,0,"5380"
"3174","2002","674","IRON & NATURAL STEEL FLAT-ROLLED PRODUCTS","Nigeria",0,0,0,20000,0,0,45881,0,0,0,0,0,10687,0,0,0,0,0,9818,0,0,0,0,0,63102,0,0,0,0,0,0,0,0,0,0,0,149488,0,0,"7530"
"3175","2002","898","MUSICAL INSTRUMENTS AND ACCESSORIES","Singapore",16245495,2520912,2619753,19235593,3538165,3758665,13358813,3300213,3519888,27453777,3589455,3824197,20570123,3803181,3990284,16538901,2389478,2476918,19339781,2724005,2859667,16819675,2803290,2893130,13870379,2888479,3031213,20891279,2671945,2873619,21553499,3223207,3518717,28618131,3032225,3263872,234495446,36484555,38629923,"5590"
"3176","2002","431","ANIMAL/VEGETABLE FATS/OILS PREPARATIONS","Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268023,0,0,997680,0,0,0,0,0,1265703,0,0,"4633"
"3177","2002","058","FRUIT PRESERVED AND FRUIT PREPARATIONS","Australia",593588,233264,273907,706272,226605,249724,713306,321235,380135,520171,131895,158904,850474,227767,263586,1158578,122273,145916,735282,247550,295954,896327,116477,137763,631045,147405,175121,428677,255401,322822,722283,167028,187773,806666,729644,871951,8762669,2926544,3463556,"6021"
"3178","2002","573","POLYMERS OF VINYL CHLORIDE","Indonesia",21294,39000,41850,94019,0,0,33658,39000,41776,91590,38980,41606,411983,83600,88100,16563,0,0,133268,0,0,11104,21000,22915,94901,140382,142882,0,158759,173173,30911,20400,22378,88361,0,0,1027652,541121,574680,"5600"
"3179","2002","752","AUTOMATIC DATA PROCESS MACHINES","Netherlands",109781371,7046762,7151807,124672795,7159728,7271484,165220936,6489306,6645936,124373993,7271710,7398494,137854571,10075233,10220901,153502423,15013338,15232035,87169851,13118266,13300079,109774167,6663166,6757509,103240466,14270945,14451186,90725955,20980182,21251223,108253635,26096499,26348132,148594530,31817611,32170046,1463164693,166002746,168198832,"4210"
"3180","2002","525","RADIOACTIVE AND ASSOCIATED MATERIALS","El Salvador",11603,0,0,0,0,0,0,0,0,0,0,0,2660,0,0,0,0,0,6397,0,0,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23346,0,0,"2110"
"3181","2002","759","PARTS FOR OFFICE MACHINES & ADP MACHINES","Tonga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30636,0,0,5000,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,38636,0,0,"6864"
"3182","2002","682","COPPER","Colombia",125529,31040,35740,104084,0,0,149955,14533,16457,141996,41953,42103,135160,13164,13166,87943,0,0,192146,16321,16323,82097,0,0,53750,30772,32027,94465,0,0,158795,0,0,52998,0,0,1378918,147783,155816,"3010"
"3183","2002","524","INORGANIC CHEMICALS; PRECIOUS METAL COMPOUNDS","Qatar",0,0,0,6600,0,0,36521,0,0,39214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82335,0,0,"5180"
"3184","2002","572","POLYMERS OF STYRENE","Switzerland",255454,33410,34249,102807,23713,23946,100522,15808,17208,85334,383375,383951,143390,10146,10534,147401,5925,6123,3182,22978,23526,4000,2699,2737,3540,9690,9799,26519,7547,7637,23104,79839,80100,0,12223,12832,895253,607353,612642,"4419"
"3185","2002","248","WOOD, SIMPLY WORKED","Laos",0,0,0,0,0,0,0,0,0,0,0,0,0,9052,10752,0,0,0,0,3850,8925,0,6435,12090,0,4800,4900,0,7122,12537,0,0,0,43542,0,0,43542,31259,49204,"5530"
"3186","2002","711","STEAM OR OTHER VAPOR GENERATING BOILERS","Hungary",0,145241,168080,13632,100350,122100,13558,14026,14504,0,0,0,0,53079,61966,0,193809,200438,0,221676,227374,53435,0,0,0,0,0,16656,0,0,0,0,0,0,0,0,97281,728181,794462,"4370"
"3187","2002","597","ADDITIVES FOR MINERAL OILS","Estonia",10355,0,0,69372,0,0,29760,0,0,50000,0,0,12770,0,0,0,0,0,16936,0,0,29291,0,0,13935,0,0,6225,0,0,15512,0,0,13699,0,0,267855,0,0,"4470"
"3188","2002","685","LEAD","Morocco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24434,0,0,0,0,0,0,0,0,24434,0,0,"7140"
"3189","2002","895","OFFICE AND STATIONERY SUPPLIES","Azerbaijan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,9468,6145,7436,9468,"4632"
"3190","2002","845","ARTICLES OF APPAREL OF TEXTILE FABRICS","Gibraltar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11248,0,0,"4720"
"3191","2002","896","WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES","Czech Republic",7900,261374,276402,764000,227764,239694,596800,318229,331265,0,373156,384751,989650,629525,650128,5050,827176,859818,17000,353619,366074,0,461440,473574,87000,290821,303966,10000,579414,603982,206800,107368,109373,50000,623327,648625,2734200,5053213,5247652,"4351"
"3192","2002","046","MEAL AND FLOUR OF WHEAT AND MESLIN","Germany",1380013,0,0,1805668,5950,6394,1366612,5560,6139,287898,4483,4658,1883021,0,0,0,0,0,0,2269,2405,397599,0,0,1215445,25490,29377,2076125,23676,26192,12779,0,0,2255216,23795,24448,12680376,91223,99613,"4280"
"3193","2002","641","PAPER AND PAPERBOARD","Netherlands",14138641,4320823,4752151,9596410,6698266,7381206,12963121,6780868,7541012,11157970,9168521,10073748,11800196,7154547,7840543,11303234,8806595,9567842,12839316,7599678,8324554,12239005,8294022,8945493,12998513,5781300,6320355,12643715,8824023,9762766,8997089,9442392,10412437,8940915,9480365,10488098,139618125,92351400,101410205,"4210"
"3194","2002","896","WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES","Aruba",0,0,0,0,0,0,0,0,0,4000,0,0,20900,0,0,343016,0,0,0,20660,23860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367916,20660,23860,"2779"
"3195","2002","891","ARMS AND AMMUNITION","Ghana",0,0,0,48164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362000,0,0,3245,0,0,0,0,0,0,0,0,413409,0,0,"7490"
"3196","2002","081","FEEDING STUFF FOR ANIMALS","Chile",698170,116542,131190,3465309,63774,76088,2320838,309148,328294,2682708,279636,293228,421960,352715,382610,5700600,88558,98633,490239,197532,212362,4061139,325021,362205,782866,208004,235163,706545,108262,127806,266166,203140,230309,5698827,217754,245911,27295367,2470086,2723799,"3370"
"3197","2002","591","INSECTICIDES, DISINFECTANTS","Tunisia",0,0,0,0,0,0,132500,0,0,46782,0,0,0,0,0,40385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51986,0,0,97115,0,0,368768,0,0,"7230"
"3198","2002","579","WASTE, PARINGS AND SCRAP, OF PLASTICS","Hungary",0,0,0,0,0,0,0,0,0,13400,0,0,0,5695,6331,0,9100,14156,0,6279,6583,0,10891,11573,0,0,0,0,0,0,0,0,0,0,0,0,13400,31965,38643,"4370"
"3199","2002","666","POTTERY","Anguilla",0,0,0,0,0,0,0,0,0,0,0,0,22806,0,0,0,0,0,0,0,0,0,0,0,3315,0,0,0,0,0,5030,0,0,0,0,0,31151,0,0,"2481"
"3200","2002","762","RADIOBROADCAST RECEIVERS","Suriname",0,0,0,24988,0,0,27061,0,0,3043,0,0,10143,0,0,21223,0,0,12479,0,0,117415,0,0,227827,0,0,13228,0,0,2976,0,0,4041,0,0,464424,0,0,"3150"
"3201","2002","893","ARTICLES OF PLASTICS","Pakistan",40357,141617,154160,63527,42138,47935,91718,134662,157035,66779,85590,95789,67297,117976,135242,64254,91756,107374,236390,247177,340873,80207,149588,192429,77656,208210,271278,67005,85357,105538,155718,106419,129132,43147,158322,188114,1054055,1568812,1924899,"5350"
"3202","2002","036","CRUSTACEAN","Uruguay",0,5544,8044,14500,0,0,0,78724,99139,0,130326,145228,0,0,0,0,0,0,0,329888,361213,0,281903,320440,0,268459,306612,0,211790,243936,11930,218707,240443,27762,35040,39658,54192,1560381,1764713,"3550"
"3203","2002","831","TRUNKS, SUITCASES, VANITY CASES, AND BRIEFCASES","Portugal",9333,3399,3496,3579,49853,51333,36400,1400,1594,62441,1359,1595,27127,17886,19086,14636,16343,16863,12264,30477,31952,48339,13845,15102,44898,2375,2632,4067,4853,5266,0,5941,6064,25595,7477,7689,288679,155208,162672,"4710"
"3204","2002","885","WATCHES AND CLOCKS","Lebanon",10480,300,308,34077,11739,11872,10192,24805,25055,7000,35308,35433,7975,22488,22613,37433,4752,4877,4165,291701,292132,40269,0,0,7261,13100,13284,29909,49027,49319,97200,223798,224694,7765,160179,160555,293726,837197,840142,"5040"
"3205","2002","592","STARCHES, INULIN & WHEAT GLUTEN; ALBUMIN SUBSTITU","Turkey",10864,29856,31806,2550,22350,24300,52797,99862,106822,78853,23000,24375,128102,30593,33573,61848,77921,82516,24490,20866,22500,25489,0,0,40425,22426,23750,63602,19361,21150,91759,86031,93244,42723,91210,97429,623502,523476,561465,"4890"
"3206","2002","786","TRAILERS & SEMI-TRAILERS","Peru",15000,0,0,61079,0,0,74930,0,0,4125,0,0,32771,0,0,18150,0,0,0,0,0,9775,0,0,13598,0,0,37000,0,0,7901,0,0,0,0,0,274329,0,0,"3330"
"3207","2002","513","CARBOXYLIC ACIDS, HALIDES, & DERIVATIVES","Uruguay",54150,0,0,128774,140000,141638,0,0,0,138880,126000,127780,74484,120000,122200,71462,120000,122100,112395,120000,122400,47995,0,0,72425,120000,121845,71140,0,0,44610,0,0,91324,120000,122351,907639,866000,880314,"3550"
"3208","2002","017","MEAT & EDIBLE OFFAL, PREPARED OR PRESERVED","Namibia",4405,0,0,8088,0,0,3159,0,0,3284,0,0,4693,0,0,8511,0,0,22764,0,0,11718,0,0,4045,0,0,0,0,0,0,0,0,7251,0,0,77918,0,0,"7920"
"3209","2002","663","MINERAL MANUFACTURES","Macau",26962,0,0,0,0,0,0,0,0,290000,0,0,0,3000,3183,0,2119,2230,0,4328,5005,0,0,0,0,0,0,0,0,0,0,31155,35727,0,5047,6192,316962,45649,52337,"5660"
"3210","2002","894","TOYS AND SPORTING GOODS","Saudi Arabia",1295663,0,0,1186287,0,0,1402080,0,0,847859,3500,7000,2146901,14657,17085,947557,3929,4020,1472907,0,0,2011647,885,1272,1022107,0,0,1355342,517,569,890718,0,0,1409974,0,0,15989042,23488,29946,"5170"
"3211","2002","292","CRUDE VEGETABLE MATERIALS","Oman",47804,0,0,37166,0,0,37976,0,0,41056,0,0,98647,0,0,165100,0,0,44369,4145,4211,275860,0,0,553420,3154,3223,83492,0,0,19200,0,0,390750,0,0,1794840,7299,7434,"5230"
"3212","2002","061","SUGARS, MOLASSES AND HONEY","Slovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,24857,24981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24857,24981,"4359"
"3213","2002","344","PETROLEUM GASES & OTHER GASEOUS HYDROCARBONS","Brunei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5610"
"3214","2002","679","IRON & STEEL TUBES, PIPES & FITTINGS","Nigeria",1501083,0,0,2256075,0,0,1158001,0,0,2900801,0,0,1753806,0,0,1931768,0,0,574368,2398,2400,359837,0,0,1703093,0,0,1654362,0,0,777545,0,0,76566,0,0,16647305,2398,2400,"7530"
"3215","2002","658","MADE-UP ARTICLES OF TEXTILE MATERIALS","Portugal",69850,11366182,11814392,8129,8159333,8501482,277832,9745442,10227748,104929,11027799,11506010,263809,10828136,11361863,14640,21952289,22804282,35215,27287118,28493897,601981,35377039,36972303,10119,22249638,23132992,108806,26113684,27217912,2600,16988935,17725235,0,13345186,14000928,1497910,214440781,223759044,"4710"
"3216","2002","784","PARTS AND ACCESSORIES OF MOTOR VEHICLES","Paraguay",10295,0,0,128387,0,0,6615,0,0,3860,0,0,26034,0,0,11559,0,0,8364,0,0,10136,0,0,0,0,0,10916,0,0,42154,0,0,12004,0,0,270324,0,0,"3530"
"3217","2002","775","HOUSEHOLD TYPE ELECTRIC & NONELECTRIC EQUIPMENT","Uruguay",24902,3200,3291,0,0,0,4613,0,0,20178,0,0,89336,0,0,8715,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152974,3200,3291,"3550"
"3218","2002","673","IRON & NONALLOY STEEL FLAT-ROLL PRODUCTS","Nigeria",0,0,0,19885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19885,0,0,"7530"
"3219","2002","112","ALCOHOLIC BEVERAGES","Syria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24256,24816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24256,24816,"5020"
"3220","2002","658","MADE-UP ARTICLES OF TEXTILE MATERIALS","Brunei",0,0,0,8038,0,0,0,0,0,8085,0,0,8893,0,0,0,0,0,0,0,0,23808,0,0,0,0,0,11319,0,0,0,0,0,11784,0,0,71927,0,0,"5610"
"3221","2002","593","EXPLOSIVES AND PYROTECHNIC PRODUCTS","Chile",0,329559,376670,27801,0,0,163705,287157,339282,3750,0,0,0,227532,230072,0,203317,205572,88600,261856,306856,7950,116780,118840,0,134393,137120,209898,150080,159828,53100,53185,60340,2750,279967,281267,557554,2043826,2215847,"3370"
"3222","2002","059","FRUIT/VEGETABLE JUICES, UNFERMENTED","Mexico",1206550,3542608,3765560,1326825,7577742,7948408,1200187,7619208,8044445,878795,6130363,6459730,1082001,7581968,7917538,1012333,5888830,6161402,941919,5269314,5512079,1080766,4908905,5130520,1045403,3609620,3763313,2204196,5632427,5848389,1076470,4834537,4999858,1334699,5998324,6216925,14390144,68593846,71768167,"2010"
"3223","2002","044","MAIZE (NOT INCLUDING SWEET CORN) UNMILLED","Uganda",0,0,0,0,0,0,22783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22783,0,0,"7780"
"3224","2002","247","WOOD IN THE ROUGH","Ghana",0,12746,14176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4063,4170,0,0,0,0,0,0,54574,0,0,0,0,0,0,0,0,58574,16809,18346,"7490"
"3225","2002","024","CHEESE AND CURD","Czech Republic",0,48600,51600,0,49400,52900,0,144485,155135,0,105657,114476,0,104600,111500,0,0,0,0,43500,46700,0,146500,154200,0,134700,139700,0,181822,188122,0,37925,37945,0,85892,89096,0,1083081,1141374,"4351"
"3226","2002","343","NATURAL GAS, WHETHER OR NOT LIQUEFIED","Brunei",0,0,0,0,0,0,0,0,0,0,0,0,0,8530730,12898480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530730,12898480,"5610"
"3227","2002","891","ARMS AND AMMUNITION","Ukraine",0,7046,7946,0,321955,331558,0,0,0,0,1312430,1313703,0,0,0,0,0,0,0,0,0,0,0,0,42086,0,0,0,0,0,0,0,0,11530,12000,13080,53616,1653431,1666287,"4623"
"3228","2002","813","LIGHTING FIXTURES AND FITTINGS","Finland",90937,38675,41579,487795,13343,13704,381066,34902,37285,293813,8330,8835,126880,39807,43446,259527,24313,26246,348304,50452,55178,433763,5434,5524,278563,9158,9935,383149,11004,11886,215985,21871,23807,313180,6759,7893,3612962,264048,285318,"4050"
"3229","2002","813","LIGHTING FIXTURES AND FITTINGS","Mauritius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8514,0,0,12990,0,0,21504,0,0,"7850"
"3230","2002","682","COPPER","Tunisia",0,0,0,0,0,0,0,0,0,0,0,0,11018,0,0,0,0,0,0,0,0,31290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42308,0,0,"7230"
"3231","2002","268","WOOL & OTHER ANIMAL HAIR","Venezuela",0,0,0,0,0,0,0,0,0,0,0,0,3725,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,0,0,"3070"
"3232","2002","111","NONALCOHOLIC BEVERAGES","Korea, South",166012,660980,759673,162456,681423,763196,643424,924904,1023188,790169,1268130,1438999,677113,1316524,1507331,340911,1578539,1801571,798750,1467927,1663677,698605,1073363,1227308,617239,1040270,1161452,754879,668244,773594,1681925,1178366,1353980,654479,998805,1129130,7985962,12857475,14603099,"5800"
"3233","2002","759","PARTS FOR OFFICE MACHINES & ADP MACHINES","Russia",5530837,0,0,4693680,0,0,2945336,0,0,5307853,0,0,2146930,0,0,4501557,110002,118882,5464018,0,0,3946086,13165,13240,4445081,11150,11532,5343427,35663,35713,6009907,31860,33404,7042147,2234,2283,57376859,204074,215054,"4621"
"3234","2002","248","WOOD, SIMPLY WORKED","Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73637,77053,0,73637,77053,"5682"
"3235","2002","001","LIVE ANIMALS","Czech Republic",0,6040,6516,0,0,0,13800,22858,25323,0,15770,17616,108725,15538,15998,12635,18300,20256,34360,0,0,0,16244,19237,11050,6694,9778,0,15676,17656,0,9440,9640,33660,18500,18810,214230,145060,160830,"4351"
"3236","2002","984","ESTIMATE OF LOW VALUED IMPORT TRANSACTIONS","Sri Lanka",0,242000,242000,0,378064,378064,0,308644,308644,0,262263,262263,0,259759,259759,0,323044,323044,0,234981,234981,0,325364,325364,0,373680,373680,0,424807,424807,0,307900,307900,0,288273,288273,0,3728779,3728779,"5420"
"3237","2002","056","VEGETABLES, ROOTS AND TUBERS, PREPARED OR PRESERV","Greenland",0,0,0,0,0,0,0,4440,4476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4440,4476,"1010"
"3238","2002","763","SOUND RECORDERS AND TV RECORDERS","Nicaragua",3566,0,0,7839,0,0,32254,0,0,0,0,0,3663,0,0,26960,0,0,0,0,0,3509,0,0,29760,0,0,108528,0,0,11848,0,0,24075,0,0,252002,0,0,"2190"
"3239","2002","017","MEAT & EDIBLE OFFAL, PREPARED OR PRESERVED","Trinidad and Tobago",129572,0,0,59548,0,0,47383,0,0,104926,0,0,26509,0,0,97638,0,0,50292,0,0,29906,0,0,56335,0,0,21134,0,0,8278,0,0,21289,0,0,652810,0,0,"2740"
"3240","2002","873","METERS AND COUNTERS","Thailand",66735,831042,846105,46866,1095070,1110550,119953,731615,743138,582641,1170681,1187093,404291,1075596,1088740,1279759,968698,978182,134431,1199514,1229052,100987,1729046,1731746,73872,895801,925879,27810,672763,682408,63908,927891,943021,434048,95423,99102,3335301,11393140,11565016,"5490"
"3241","2002","713","INTERNAL COMBUSTION PISTON ENGINES","Yemen",0,0,0,0,0,0,0,0,0,13519,0,0,0,0,0,10099,0,0,9353,0,0,27034,0,0,11316,0,0,35261,0,0,92471,0,0,152128,0,0,351181,0,0,"5210"
"3242","2002","718","POWER GENERATING MACHINERY & PARTS","Aruba",0,0,0,0,0,0,22000,0,0,9340,0,0,0,0,0,0,0,0,0,0,0,14824,0,0,22542,0,0,0,0,0,0,0,0,5955,0,0,74661,0,0,"2779"
"3243","2002","842","WOMEN/GIRLS COATS, NOT KNIT","Romania",0,2329386,2463064,0,3126333,3256308,0,3667289,3768037,0,2185311,2255797,0,1049945,1080430,0,1284907,1342594,0,5217715,5414001,0,6723878,6985118,0,5561670,5791541,0,2721021,2904365,0,1943676,2020047,0,3033067,3132679,0,38844198,40413981,"4850"
"3244","2002","512","ALCOHOLS, PHENOLS & HALOGENATED DERIVATIVES","Austria",5900,2665,2852,0,6312,6724,137569,0,0,6640,22725,23225,2950,2283,2335,0,0,0,0,6409,6858,121095,0,0,2789,0,0,0,2800,2900,39390,80679,83064,0,954519,958354,316333,1078392,1086312,"4330"
"3245","2002","664","GLASS","Egypt",22831,36550,37800,88495,96135,99287,227160,0,0,356579,3325,3474,254524,0,0,132164,66805,69636,0,4320,4373,134331,0,0,321067,0,0,190454,27489,29893,301332,71562,74062,83604,0,0,2112541,306186,318525,"7290"
"3246","2002","042","RICE","Congo (Brazzaville)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974529,0,0,974529,0,0,"7630"
"3247","2002","554","SOAP, CLEANSING AND POLISHING PREPARATIONS","Greece",25138,49946,52458,101512,111689,118883,63404,78505,81009,69329,53814,57023,49968,116309,120674,98901,73945,77876,70108,123773,133261,34112,54449,58569,41357,54247,60829,80559,40487,43088,176250,31296,34212,31383,74031,81988,842021,862491,919870,"4840"
"3248","2002","571","POLYMERS OF ETHYLENE","Greece",0,0,0,0,0,0,0,0,0,62400,0,0,0,2000,4000,0,0,0,0,0,0,0,0,0,36671,0,0,0,0,0,0,0,0,0,0,0,99071,2000,4000,"4840"
"3249","2002","034","FISH, FRESH","Congo (Brazzaville)",0,0,0,0,4782,6780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4782,6780,"7630"
"3250","2002","034","FISH, FRESH","Bahamas",99343,11447,12424,106809,12005,12835,87166,0,0,77055,0,0,59629,39592,42951,77502,36453,37723,132035,22219,23489,90230,46732,49087,101949,0,0,103084,14699,15728,199507,0,0,104345,0,0,1238654,183147,194237,"2360"
"3251","2002","634","VENEERS, PLYWOOD AND PARTICLE BOARD","Luxembourg",0,0,0,0,0,0,0,43663,49787,0,117266,137833,0,44065,50473,0,108378,115959,0,181289,209352,0,260482,289287,0,235954,261302,0,150496,172096,0,219504,266735,0,345835,390490,0,1706932,1943314,"4239"
"3252","2002","724","TEXTILE & LEATHER MACHINERY & PTS","Yemen",0,0,0,3544,0,0,12496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16040,0,0,"5210"
"3253","2002","742","PUMPS FOR LIQUIDS AND LIQUID ELEVATORS","Kuwait",1228691,0,0,778061,0,0,1216165,0,0,2552356,0,0,287210,0,0,10687127,0,0,505519,0,0,812339,0,0,511654,0,0,1586599,0,0,753083,0,0,498710,96660,96760,21417514,96660,96760,"5130"
"3254","2002","813","LIGHTING FIXTURES AND FITTINGS","Australia",647421,137517,141544,599051,347122,366807,896321,52448,53860,1038327,80263,83636,321091,107099,112957,1164730,160868,167152,783036,282351,297563,1808929,163178,189702,1863250,206559,218052,952105,146718,149819,826244,146777,150875,638905,190092,194517,11539410,2020992,2126484,"6021"
"3255","2002","741","HEATING & COOLING EQUIPMENT","Australia",4513758,364177,392868,5410316,639085,663112,6404850,524927,556416,5372778,2163061,2221798,7461235,540309,606942,9230676,1050819,1101538,7913484,616558,699733,8231797,1009906,1068675,7577021,621271,683939,10787441,389919,450755,9618047,245915,273354,8216658,425155,452470,90738061,8591102,9171600,"6021"
"3256","2002","693","WIRE PRODUCTS & FENCNG GRILLS","Germany",896062,2309636,2422157,707788,1935954,2062103,625881,2649727,2778703,352723,2206887,2313487,655846,3150610,3310359,485516,2394883,2507518,634550,3303863,3450137,2324472,2547418,2674468,638117,2673426,2811749,361143,2430702,2558796,586081,2349195,2484430,597138,2695432,2834313,8865317,30647733,32208220,"4280"
"3257","2002","679","IRON & STEEL TUBES, PIPES & FITTINGS","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107550,0,0,0,0,0,0,0,0,107550,0,0,"2390"
"3258","2002","575","PLASTICS","Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127973,0,0,127973,0,0,"6040"
"3259","2002","524","INORGANIC CHEMICALS; PRECIOUS METAL COMPOUNDS","Spain",70866,19725,21225,251241,39803,43505,172949,7038,7542,147213,31876,37558,206952,114076,125347,31497,60316,69392,257982,36804,41646,225680,79262,83637,231988,16268,20950,613819,44835,51518,548720,37494,42810,184318,60706,71511,2943225,548203,616641,"4700"
"3260","2002","635","WOOD MANUFACTURES","Brunei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821,0,0,0,0,0,3821,0,0,"5610"
"3261","2002","992","EXPORTS NOT OVER $10,000(TO 3/98) $20,000(4/98)NIK","Uzbekistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12056,0,0,0,0,0,2906,0,0,0,0,0,0,0,0,13806,0,0,0,0,0,28768,0,0,"4644"
