"Data Source","World Development Indicators",

"Last Updated Date","2017-11-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Czech Republic","CZE","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37152.46875","37033.63671875","37070.92578125","37709.94140625","39774.25390625","41424.5234375","41215.75390625","41631.171875","43236.91796875","45489.5703125","46547.19140625","46840.40234375","48988.96875","51871.85546875","54613.76171875","57746.48828125","59775.109375","60679.04296875","58629.1953125","60366.8046875","61262.01953125","60473.35546875","59552.3828125","60250.4375","62407.4609375","63322.4765625","65050.5078125",
"Germany","DEU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69734.1953125","71989.265625","72217.90625","74706.015625","75188.125","75860.140625","77699.140625","78622.328125","79657.6015625","81365.78125","82760.546875","83832.15625","85135.71875","86187.3125","86456.2421875","88136.8359375","88980.125","88877.5859375","83900.6484375","86484.1796875","87602.6953125","87411.8515625","86838.09375","87612.15625","88481.171875","89805.3671875","91141.6484375",
"Djibouti","DJI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11970.1484375","11565.208984375","10433.9619140625","10038.353515625","9413.8984375","8757.037109375","8458.5390625","8245.3876953125","8194.8017578125","7976.60205078125","7899.8798828125","7858.1728515625","7851.82421875","7891.05712890625","7881.0048828125","8021.89013671875","8178.69482421875","8393.05078125","8548.6015625","8595.4521484375","8762.572265625","8965.705078125","9204.2724609375","9547.783203125","9975.728515625","10425.974609375","10947.4990234375",
"Dominica","DMA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65480.6796875","66590.6171875","68296.3125","72769.3671875","73060.671875","74881.4609375","75585.5390625","77230.0625","78629.46875","81428.25","82112.3046875","81897.90625","83433.1171875","84440.59375","86249.2265625","87646.2265625","88259.8203125","86414.609375","84575.34375","87937.4765625","89042.0859375","88842.796875","88416.921875","88696.3203125","88769.0234375","89010.3515625","89809",
"Dominican Republic","DOM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16494.01953125","18073.830078125","18803.841796875","17950.94921875","18442.6484375","19574.060546875","20452.41796875","21141.77734375","21962.81640625","22863.3359375","23060.86328125","23880.0546875","23429.109375","23664.05078125","25087.794921875","26562.005859375","27880.7109375","28311.06640625","28909.609375","29222.580078125","29745.25","29958.701171875","30884.8359375","32492.205078125","34156.58203125","35582.53515625","36644.546875",
"Algeria","DZA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51043.84765625","51247.5546875","48130.52734375","46372.92578125","48308.60546875","49180.63671875","45955.1484375","47262.5390625","47759.03515625","50254.9375","49535.5625","50119.99609375","50997.69140625","48214.390625","48527.0546875","46695.0078125","48180.4453125","46882.078125","46183.52734375","46581","46998.49609375","48087.73046875","46931.375","48427.65625","49691.80078125","50782.0859375","51572.046875",
"East Asia & Pacific (excluding high income)","EAP","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4572.80146321653","4939.82107783312","5368.64535728947","5849.52296002166","6287.03887522814","6712.9340826293","7080.78065726919","7079.885630973","7377.38961541455","7794.45076209175","8214.43194880176","8747.41473125507","9376.17419533802","10085.1553597569","10910.8654491223","11919.0370201743","13149.2249487404","14148.5381859273","15037.2916645085","16335.9458703461","17489.4900379694","18664.9200347551","19846.0383012348","21011.6275395024","22192.4731618593","23423.0704741023","24701.6050600567",
"Early-demographic dividend","EAR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12169.3855409311","12430.6634704998","12565.595318505","12656.9735185715","12798.8044875109","13211.6563485901","13525.4239141641","13434.033207733","13457.8654298606","13763.4832780762","13710.0423718384","13848.3544096682","14153.9797231735","14659.9119631088","15272.2986707484","15999.2846724205","16796.1290049408","17242.7136145564","17538.7698579053","18413.0709297747","19037.6070242748","19464.7816297958","19843.2488775086","20300.6255553135","20742.9587464221","21214.3707237475","21830.5574485432",
"East Asia & Pacific","EAS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9902.34678290278","10223.8437545832","10630.9703857685","11147.3207349921","11632.6902782862","12136.8612911469","12566.4279751568","12433.612952036","12766.006403532","13288.1349139058","13682.9684941195","14249.3554813291","14892.2730495949","15690.2719413564","16523.3321707786","17571.9886999802","18842.0266117968","19753.125191011","20324.6346809756","21813.5911411081","22904.3320797217","24063.2073810299","25231.174803368","26332.3681535651","27440.1547511828","28611.6476210478","29851.9508560735",
"Europe & Central Asia (excluding high income)","ECA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29754.1121462354","25729.4224247773","24392.2397070903","22102.3494008599","21677.6999471689","21756.2099658799","22695.4985882191","22607.8938453078","22557.5053363364","24150.6766557296","24949.1271942801","26067.5540932324","27562.915476852","29528.3516787921","31056.2833415827","33220.3731788367","35152.6240196691","36406.4852048547","34632.426196603","35956.1604241821","37206.0086237932","37864.6352265489","38669.7627472636","39049.2304723404","38638.6181757632","38975.6952267212","39834.6784633941",
"Europe & Central Asia","ECS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47705.7547899017","46251.6087188532","46121.0976860757","46332.5226726435","46972.2904808229","47729.148160252","49278.9269930941","50255.0945044629","50788.4921961304","52610.8217327711","53596.3267135339","54419.4253842598","55322.6265007721","56945.2204757456","57976.8724843243","59735.7366677822","61191.6402435349","61516.6047725832","59503.4021347543","60997.2070701019","62037.2869298386","62139.0583318901","62647.352640837","63094.7758076236","63567.4535703443","64260.4106460161","65298.8170485896",
"Ecuador","ECU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20330.28515625","20728.134765625","20275.833984375","20175.6796875","19902.4609375","20364.951171875","20335.771484375","20907.974609375","19916.580078125","18355.10546875","18916.12890625","18790.0078125","19244.541015625","19142.326171875","19844.376953125","19888.908203125","20121.958984375","21550.96484375","21126.197265625","21827.20703125","23057.505859375","23991.9765625","24711.09765625","24892.4921875","24701.33984375","23804.29296875","22829.8359375",
"Egypt, Arab Rep.","EGY","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23237.330078125","24408.158203125","24742.43359375","24593.76171875","25793.42578125","25945.140625","26774.625","27334.92578125","27287.80859375","28429.666015625","29003.876953125","29395.94140625","29129.458984375","28628.04296875","28837.087890625","30508.46484375","30622.90625","31808.466796875","32612.935546875","33200.42578125","34524.81640625","34793.2734375","34912.7265625","35053.80859375","35585.109375","35954.234375","36402.06640625",
"Euro area","EMU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69781.7451273885","71102.0375400134","71630.7458851624","73932.0243328095","75113.5182701658","76103.946196297","77712.167538144","78867.7021985602","79893.8124489239","81443.1229271417","82066.7503574344","82281.5860861515","82347.703334113","83430.4065134558","83745.5161313724","85012.075778645","86070.0944404863","85831.809812982","83500.1937566806","85655.7258462312","86849.4825941495","86741.954003359","87166.8758313584","87557.6519838628","88632.7475850633","89443.3429516458","90563.2328654919",
"Eritrea","ERI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2672.17504882813","2717.59912109375","3142.94897460938","3873.31494140625","4013.9150390625","4279.95703125","4489.578125","4405.7548828125","4226.72509765625","3917.02807617188","4046.61206054688","3966.42895507813","3661.74389648438","3536.88500976563","3474.76293945313","3341.13891601563","3304.92700195313","2906.4560546875","2962.80810546875","2966.45190429688","3162.11694335938","3315.12890625","3341.962890625","3432.501953125","3520.8701171875","3551.61206054688","3563.6279296875",
"Spain","ESP","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70713.890625","72475.453125","74947.59375","77689.6640625","77575.3203125","77877.3984375","78088.625","78237.8828125","77110.2421875","77277.3671875","77305.9140625","77388.3828125","77007.90625","76459.6171875","75063.5703125","75315.6484375","76230.0703125","77667.484375","79916.1875","81187.703125","81917.515625","83601.0625","84551.7734375","84532.6875","85257.6015625","85273.8046875","86168.109375",
"Estonia","EST","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26428.228515625","22104.921875","22357.935546875","23153.646484375","25144.134765625","26636.529296875","29922.619140625","31052.240234375","32015.615234375","36300.671875","38452.0390625","40206.71484375","42689.10546875","44841.45703125","48242.70703125","50506.515625","53689.63671875","50821.10546875","47733.40234375","51162.98828125","51807.09765625","53794.06640625","53903.51953125","55095.92578125","55225.80078125","56724.203125","58739.10546875",
"Ethiopia","ETH","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1428.98596191406","1259.80297851563","1377.7919921875","1373.56396484375","1409.47094726563","1540.29504394531","1555.57397460938","1471.14904785156","1518.57104492188","1498.28894042969","1597.32800292969","1551.64904785156","1452.90795898438","1580.36999511719","1703.71301269531","1831.09204101563","1980.96899414063","2126.80102539063","2239.3369140625","2440.69799804688","2625.93090820313","2777.84399414063","2939.81689453125","3134.03588867188","3342.416015625","3455.8359375","3588.81591796875",
"European Union","EUU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59130.2766998648","60123.6351506725","60901.157282361","62870.0326049589","64182.0774026436","65225.8286890966","66419.9418675677","67706.4782771058","69075.8896327951","71041.6205023386","72106.2613753158","73227.4370583432","73756.3183066683","75157.0133731677","75965.1127022024","77276.0823713839","78416.2018008975","78191.5358695661","76122.4667408726","78067.7612904023","79368.6012453959","79240.4424311266","79677.5544508322","79992.3224062632","81118.0069330766","82023.1634118859","83229.5645817843",
"Fragile and conflict affected situations","FCS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9266.88743983591","9597.35208196847","9702.79204555079","9715.24551622283","9670.88601058629","9960.64239669231","10198.9446105917","10854.4549414514","10891.1906791466","10798.1714313449","10823.5552616031","10748.7324601574","10056.2451912378","11053.2375034101","11395.5528398034","11791.2646813871","12097.3747760953","12364.9671577142","12600.5163724635","12886.5546327942","11918.4861616454","12423.8012172234","11828.5500359921","11194.9212752785","10537.8588145536","10521.9067075865","10483.3914341428",
"Finland","FIN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55767.7734375","58031.08203125","61296.09765625","64336.078125","66816.4296875","67927.0625","72014.7265625","73694.7265625","74178.390625","76946.5625","77586.3359375","78823.5859375","80807.71875","84032.4609375","83846.8359375","85377.6640625","88129.5546875","87357.609375","82583.578125","85476.2734375","86563.15625","84979.09375","85264.140625","85474.1953125","86434.9453125","86923.3828125","87904.4296875",
"Fiji","FJI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18143.951171875","18667.544921875","18641.40234375","18989.31640625","18842.611328125","19389.71875","19005.61328125","19586.373046875","21086.705078125","20559.01953125","20276.6328125","21177.294921875","21211.3828125","21233.61328125","21136.40234375","21969.9296875","22229.771484375","22206.556640625","21537.26953125","21945.412109375","21147.15234375","21334.92578125","22338.169921875","23772.685546875","24457.279296875","24819.705078125","25586.923828125",
"France","FRA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73710.546875","75233.9609375","75373.375","78021.859375","78715.8359375","79555.9296875","81697.6875","83655.4921875","85550.6875","86674.328125","86773.75","86877.078125","85527.5","88051.34375","88259.2890625","89965.109375","90545.1953125","89605.8125","87775.546875","89323.796875","90971.2109375","91006.4296875","92077.03125","92167.6171875","93418.6875","94177.9609375","95217.9140625",
"Faroe Islands","FRO","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69644.9765625","63833.76953125","63728.234375","64614.078125","67390.6640625","67077.125","71791.859375","69836.4140625","61947.4765625","59188.03125","59001.62109375","57372.76171875","57269.57421875","56202.00390625","57074.48046875","55567.671875","59948.015625","59045.4609375","60594.40625","69166.6953125","72033.0390625","73596.1640625","75536.796875","76490.625","75960.265625","75364.4609375","75927.265625",
"United Kingdom","GBR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55216.73046875","56799.140625","59102.40234375","61007.6484375","63375.46875","64394.6953125","65223.6796875","66711.359375","67904.4140625","69554.5390625","70869.375","72212.5","73722.640625","74830.0234375","76485.65625","77730.8359375","79220.1015625","78053.796875","75859.3984375","76839.90625","78114.8125","78122.3203125","78605.046875","79003.1796875","79720.40625","80371.109375","80995.8125",
"Georgia","GEO","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13158.9775390625","7132.10400390625","5067.52783203125","4633.548828125","4763.82080078125","5459.35595703125","6113.27294921875","6524.93115234375","6713.9677734375","6870.751953125","6996.6298828125","7776.93701171875","8387.53515625","9194.3798828125","10265.2197265625","11275.4814453125","12678.6337890625","13519.6826171875","13130.9775390625","13739.0703125","14473.591796875","15312.203125","16105.0107421875","16650.396484375","17132.03515625","17707.255859375","18598.912109375",
"Ghana","GHA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5167.7509765625","5124.86083984375","5211.662109375","5245.64599609375","5363.11083984375","5474.7412109375","5477.36376953125","5583.68896484375","5762.248046875","5797.43505859375","5751.5859375","6020.65576171875","6056.2578125","6221.06103515625","6461.64111328125","6689.51123046875","7086.1220703125","7077.873046875","7306.91015625","7208.458984375","7862.48095703125","8262.501953125","8629.283203125","8747.94140625","8886.875","8982.5556640625","9412.353515625",
"Gibraltar","GIB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3143.34790039063","3053.35400390625","3016.52294921875","2962.90893554688","2949.46704101563","2974.94897460938","3040.787109375","3074.23999023438","3116.55102539063","3116.38891601563","3161.11694335938","3249.830078125","3210.32202148438","3201.19799804688","3205.80395507813","3191.07202148438","3143.99609375","3189.80810546875","3069.02392578125","3019.7080078125","3015.22900390625","3041.94311523438","2728.71508789063","2656.8310546875","2579.55395507813","2601.04711914063","2636.126953125",
"Gambia, The","GMB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5151.85205078125","5177.88720703125","5197.1611328125","5040.86083984375","4957.23388671875","4939.94091796875","5040.580078125","5081.26806640625","5243.5419921875","5353.7099609375","5503.29296875","5128.18896484375","5337.13623046875","5530.56494140625","5276.10498046875","5180.162109375","5209.828125","5341.06591796875","5502.93505859375","5669.18798828125","5225.5927734375","5388.65185546875","5464.2158203125","5319.97509765625","5366.23681640625","5326.51123046875","5324.14404296875",
"Guinea-Bissau","GNB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4155.43310546875","4116.05322265625","4116.8330078125","4157.64794921875","4241.85107421875","4643.60595703125","4836.1689453125","3349.56201171875","3313.27807617188","3398.51196289063","3390.44091796875","3269.98510742188","3204.84204101563","3209.455078125","3259.7119140625","3252.61791992188","3272.11499023438","3288.7490234375","3306.666015625","3359.86303710938","3574.25903320313","3392.53100585938","3310.10595703125","3301.01000976563","3361.09008789063","3430.36596679688","3505.63891601563",
"Equatorial Guinea","GNQ","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2141.51611328125","2842.65991210938","3081.2509765625","3520.26293945313","4041.18505859375","6613.69580078125","16343.2724609375","19236.654296875","23409.140625","27252.625","42775.73046875","48823.13671875","53396.87109375","71015.6953125","79340.5","82362.3515625","89510.921875","95058.625","87437.2109375","81078.3671875","80174.90625","82041.171875","74050.9921875","71466.4921875","64270.10546875","56466.7265625","51870.1875",
"Greece","GRC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58254.6171875","57098.47265625","55735.26171875","55621.09375","55575.09765625","56154.72265625","58228.80078125","59750.25390625","61456.19140625","63248.91796875","65959.4921875","67446.125","70188.6796875","73549.421875","73634.7109375","76276.84375","78120.8515625","77081.625","74545.125","72753.7734375","71368.9453125","72689.1328125","74184.546875","74650.015625","73368.953125","72584.2421875","73719.2734375",
"Grenada","GRD","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16551.78125","16690.74609375","16875.515625","17047.169921875","17223.826171875","17351.359375","17295.76953125","17534.591796875","17479.11328125","17412.83984375","17174.943359375","17545.0234375","17413.529296875","17291.365234375","16703.900390625","16509.287109375","17430.48046875","17812.546875","17728.166015625","18139.724609375","18744.34765625","17207.310546875","18857.16015625","19016.67578125","19092.3046875","19154.029296875","19269.263671875",
"Guam","GUM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11007.1689453125","11392.29296875","11823.5712890625","12532.8896484375","12784.0771484375","12993.57421875","12832.630859375","12699.7255859375","13850.4453125","13983.705078125","13660.72265625","13921.0556640625","13830.107421875","13743.1572265625","14012.1533203125","14032.232421875","14976.9599609375","15324.2607421875","15226.8017578125","15184.3330078125","16437.33984375","16324.166015625","16161.9130859375","16260.396484375","16306.5751953125","16439.69140625","16569.763671875",
"Guyana","GUY","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9133.28125","9805.5341796875","10506.1083984375","11348.271484375","11899.130859375","12725.052734375","13445.7353515625","13148.0927734375","13553.486328125","13421.376953125","13704.3369140625","13943.1513671875","13835.982421875","14343.654296875","13951.564453125","14581.0068359375","15363.29296875","15599.50390625","15871.3466796875","16348.8251953125","16918.09375","17513.33203125","18181.337890625","18659.130859375","18893.46875","19365.140625","19793.548828125",
"High income","HIC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64429.9912759797","65796.1108060655","66684.7546956083","68259.8501415889","69562.9504978037","70968.2264127765","72480.6681249828","73711.6286684","75322.5121627503","77305.0023079821","78052.3169129896","79197.7278427703","80486.0569887437","82349.5794760327","83443.4319873751","84651.8481619975","85643.2485658019","85396.5098105557","84122.6532850612","86393.7753864348","87545.1035007478","88150.859177094","88917.1234232404","89554.9808198559","90536.538538471","91275.1388038281","92595.6856461961",
"Hong Kong SAR, China","HKG","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56056.18359375","59679.08203125","63103.12890625","66042.8828125","67014.125","68467.828125","69946.0078125","65702.9765625","67009.40625","69915.8828125","69359.9765625","70945.546875","73369.8203125","78228.5234375","82515.1796875","86841.96875","90747.53125","91869.6953125","90495.3828125","96460.9609375","98652.4296875","98816.71875","99999.40625","101826.09375","104097.6484375","105961.75","108077.8828125",
"Honduras","HND","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10356.560546875","10327.15234375","10605.8349609375","10122.021484375","10195.1884765625","9914.5478515625","9955.990234375","9855.2802734375","9093.7626953125","9535.15625","9778.5537109375","10200.4267578125","10565.091796875","11069.052734375","11537.486328125","11395.5029296875","11565.1708984375","11575.0654296875","10850.2119140625","11068.7373046875","11073.396484375","11102.9423828125","11038.1962890625","11212.578125","11537.439453125","11498.4658203125","11540.3583984375",
"Heavily indebted poor countries (HIPC)","HPC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3955.82332106509","3812.0140365643","3695.01631569845","3553.42421724724","3641.89547582147","3728.88537770833","3768.70218069324","3793.24097986807","3797.25960351608","3770.52004706631","3825.34265203314","3879.73155017732","3930.49295100466","4016.65442098745","4138.83679174805","4259.49273942079","4414.26965536011","4517.63372638626","4574.84174903082","4681.78713249657","4773.31508480925","4884.2067496543","4999.82987944805","5122.67146825515","5213.82937133795","5284.25386490168","5392.40936293498",
"Croatia","HRV","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32774.1015625","29052.765625","26866.9296875","29048.30859375","31395.591796875","33484.4375","36143.91015625","37773.5234375","38837.08984375","41906.578125","43919.20703125","46360.01953125","48075.95703125","48649.29296875","50194.05859375","52220.1796875","54016.1875","54545.7578125","51308.25","52489.9140625","54300.31640625","54956.37890625","55806.828125","54114.60546875","54632.13671875","54122.33203125","54453.55078125",
"Haiti","HTI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6099.2529296875","5872.35498046875","5499.9560546875","4796.30908203125","5125.03515625","5256.52490234375","5303.333984375","5318.74609375","5062.08203125","5058.15576171875","4932.18994140625","4849.673828125","4802.298828125","4576.81005859375","4607.1982421875","4664.93017578125","4759.77490234375","4623.73193359375","4595.421875","4203.2880859375","4305.13818359375","4326.03515625","4395.9169921875","4410.81396484375","4341.35205078125","4295.57421875","4330.98486328125",
"Hungary","HUN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38508.078125","36933.26953125","38961.05078125","40708.84375","41651.55859375","42022.390625","43647.890625","45480.28125","44984.03515625","46408.890625","47992.7890625","50053.0234375","51286.05859375","53903.1015625","56400.6640625","58351.2109375","58696.58203125","59822.5703125","57208.63671875","57711.26953125","58357.015625","56492.09375","56678.609375","55691.82421875","56894.2734375","57179.28515625","58353.00390625",
"IBRD only","IBD","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11045.3803129006","10887.3429921864","11001.1755514539","11110.7095846719","11364.4239016311","11770.6838682715","12182.8488853002","12291.2746543726","12547.9291113527","13056.6658494798","13331.9220887428","13746.231966016","14279.6695804946","15091.7636244331","15894.9560461797","17021.6950265103","18285.0693156803","19189.8597501517","19624.5449585469","20939.010446946","21974.6877529662","22837.2204957782","23722.1163462428","24524.6510752446","25223.2243182604","26087.4731924074","27084.5038618045",
"IDA & IBRD total","IBT","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10190.4286363379","10059.1894059267","10132.458735374","10206.1036041825","10428.2627811467","10778.2072687859","11111.1692786727","11190.7516127735","11387.4472928966","11796.8085649965","12035.4712442204","12377.6994969586","12830.0328343403","13571.6954399635","14253.5982221912","15186.3528832543","16241.0248204341","16962.2952431001","17318.3667336999","18371.4430350494","19177.3110718357","19839.2337747017","20501.3368978938","21104.0823667835","21602.9915894471","22226.8574503848","22967.7697672635",
"IDA total","IDA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6001.36718583914","6012.00784965586","5942.60363354243","5899.86760138595","6000.9095604544","6129.74701256486","6148.39257704555","6190.17714270751","6151.57801670246","6194.6377536022","6304.42384736964","6397.37500381078","6537.18584801774","7025.38050497435","7249.31459457471","7493.22755198306","7767.35088808831","7920.34429023515","8117.19419265085","8312.74192824688","8383.16434494339","8445.70669398143","8460.56830798845","8549.83658720417","8539.00103248425","8535.31469258511","8642.1730907379",
"IDA blend","IDB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9855.1984077834","9729.90136894005","9592.75447066448","9459.02644593314","9535.30415407672","9762.19614539775","9601.63303504673","9631.70245757298","9577.70776679359","9734.54785631006","9830.05032823399","9862.39337223529","10174.2604208298","11398.3948973085","11638.5499993217","11937.5390802165","12276.5673882838","12422.3770972021","12672.7241764479","12975.9630225374","13219.6624870113","13466.4947156518","13807.2214624023","14095.6024624382","14215.6940372401","14145.409320276","14229.8456671256",
