"Data Source","World Development Indicators",

"Last Updated Date","2017-11-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"IDA blend","IDB","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.5","","","5.09999990463257","","","11.1999998092651","","","12.3000001907349","","","11.5","","","","",
"IDA only","IDX","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.20000004768372","","","","","","","3.59999990463257","","","","","","","1.89999997615814","","","","","","","","","","","",
"Not classified","INX","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","6.90000009536743","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","","15","","","","","11.8000001907349","","","","","","",
"Iceland","ISL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","7.09999990463257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","15.6000003814697","","","","","","","","","","","","","","4.40000009536743","9.30000019073486","6.19999980926514","5.19999980926514","3.79999995231628","5.5","5.19999980926514","5.90000009536743","7.30000019073486","5.69999980926514","8.5","","7.5","","6.09999990463257","8.5","6.09999990463257","","4","","7.80000019073486","","","","","",
"Jordan","JOR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.60000038146973","","","","","","","4.40000009536743","","","","","4.69999980926514","","","","","","","6.59999990463257","","","4.69999980926514","","","","","",
"Japan","JPN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","2.90000009536743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","","","","",
"Kazakhstan","KAZ","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90000009536743","","","","5.30000019073486","","","","","","","16.8999996185303","","","","13.3000001907349","","","","","","","",
"Kenya","KEN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90000009536743","","","","","7.59999990463257","","8.10000038146973","","","5.80000019073486","","","","","","5","","","","","4.09999990463257","","","",
"Kyrgyz Republic","KGZ","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.19999980926514","","","","","","","","","10.6999998092651","","","4.40000009536743","","","9","","7","","","",
"Cambodia","KHM","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","","","","4","","","","","1.70000004768372","","","2","","1.89999997615814","","","","2.29999995231628","","","",
"Kiribati","KIR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","15.8999996185303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19999980926514","","","","","","","6.69999980926514","","","","","","","",
"Kuwait","KWT","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2999992370605","","8.89999961853027","","","","","11","6.59999990463257","6.80000019073486","7.09999990463257","7.5","8.69999980926514","8.5","9.30000019073486","9","7.80000019073486","8.30000019073486","9.5","7.80000019073486","8.69999980926514","","","",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.70000004768372","","","","","","1.29999995231628","","","","","2","","","","","","",
"Lebanon","LBN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7999992370605","","","","","","","","16.7000007629395","","","","","","","","","","","","","",
"Liberia","LBR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.59999990463257","","","","","","","4.19999980926514","","","","","","3.20000004768372","","","","",
"Libya","LBY","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.3999996185303","","","","","","","","","","",
"St. Lucia","LCA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","4.30000019073486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30000019073486","","","","","",
"Latin America & Caribbean","LCN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69999980926514","","","","","6.69999980926514","","","","","6.80000019073486","","","","","6.80000019073486","","","","","6.90000009536743","","","","","7","7","",
"Least developed countries: UN classification","LDC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","","","","","3.5","","","","","3.5","","","","","3.40000009536743","","","","","3.40000009536743","","","","","3.40000009536743","3.40000009536743","",
"Liechtenstein","LIE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","0.200000002980232","","","","","","","","","0.400000005960464","","","","","","","","","","","","","1","","","","","","","1.60000002384186","","0.800000011920929","","","0.600000023841858","","","","","",
"Lower middle income","LMC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79999995231628","","","","","3.09999990463257","","","","","3.5","","","","","3.90000009536743","","","","","4.30000019073486","","","","","4.69999980926514","4.80000019073486","",
"Low & middle income","LMY","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.59999990463257","","","","","4.59999990463257","","","","","4.59999990463257","","","","","4.69999980926514","","","","","4.90000009536743","","","","","5.09999990463257","5.19999980926514","",
"Lesotho","LSO","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","6.80000019073486","","","","","7.30000019073486","","","","","7.40000009536743","","","",
"Late-demographic dividend","LTE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","10.6999998092651","","","","","13.6999998092651","","","","","","13.3000001907349","","","","","","","","10.6999998092651","","","","","","",
"Monaco","MCO","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.10000038146973","","","","","","","4.90000009536743","","","","","",
"Madagascar","MDG","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","4.09999990463257","","","","","","","","1.60000002384186","","","","","2.90000009536743","","","","","","","6.19999980926514","","","","","","","","","","","","","",
"Maldives","MDV","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.20000004768372","2.20000004768372","","6.90000009536743","","","","3.90000009536743","","","","","","","","6.5","","","","","","","","",
"Middle East & North Africa","MEA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.90000009536743","","","","","8.39999961853027","","","","","8.89999961853027","","","","","9.39999961853027","","","","","10","","","","","10.5","10.6999998092651","",
"Mexico","MEX","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.09999990463257","9.80000019073486","","","","","","","","","7.59999990463257","","","","","","","","7.59999990463257","","","","","","9","","","","","",
"Marshall Islands","MHL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","","","","","4.69999980926514","","","","","4.80000019073486","","","","","4.90000009536743","","","","","5.19999980926514","","","","","5.5","5.5","",
"Macedonia, FYR","MKD","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.60000038146973","","","","","7.90000009536743","16.2000007629395","","","","","","12.3999996185303","","","","","","",
"Mali","MLI","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","","","","","","","2.09999990463257","","","","","3.09999990463257","","","","","4.69999980926514","","","","","","","","","","","",
"Malta","MLT","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6000003814697","","","2.40000009536743","","","2.40000009536743","","","","","","2.59999990463257","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6000003814697","","","","","","","","22.2999992370605","","","","",
"Mongolia","MNG","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","12.6999998092651","","","","6.09999990463257","14.1999998092651","","","","","6.69999980926514","","","10.5","","","","",
"Northern Mariana Islands","MNP","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","6.30000019073486","","","","","3.59999990463257","","","7.90000009536743","","","","","","",
"Mauritania","MRT","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80000019073486","","","","","","","","","","3.79999995231628","","","","","","","2.29999995231628","1","","","3.20000004768372","1.20000004768372","","","","","",
"Mauritius","MUS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","8.80000019073486","","","","","","","","","","6.5","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89999961853027","","","","","","","","8.80000019073486","","","","10.1999998092651","","11.3000001907349","","","4.90000009536743","9.19999980926514","","","","5.09999990463257","","","",
"Malaysia","MYS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","","","","","","","","","","","","","","",
"North America","NAC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","6.30000019073486","","","","","6.69999980926514","","","","","7","","","","","7.40000009536743","","","","","7.80000019073486","7.80000019073486","",
"Namibia","NAM","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","","","","","","","","3.29999995231628","","","","","","","4.59999990463257","","","","","","4.09999990463257","","","","",
"New Caledonia","NCL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","1.20000004768372","","1.60000002384186","","","","","","3.5","","","","","","3","","","","","",
"Nigeria","NGA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.20000004768372","","","5.5","","","","","","","","","","6.19999980926514","","","","13.3000001907349","10.5","","","3","","4.90000009536743","1.79999995231628","","","",
"Nicaragua","NIC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","3.79999995231628","","","","","","","","","","","5.69999980926514","","","","","7","","","7.09999990463257","","","5.19999980926514","","6.19999980926514","","","","","","","","","","","",
"Netherlands","NLD","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","2.29999995231628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","0.300000011920929","","","","","","","","","","","","","","","","","","","","1.20000004768372","1","","0.400000005960464","","","0.699999988079071","","","","","0.600000023841858","","","","","1.5","","","2.09999990463257","","","",
"Nauru","NRU","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79999995231628","","","","","","","","","","",
"New Zealand","NZL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","1.10000002384186","","","","","1.60000002384186","","","","","","","","","","1.70000004768372","","","","","4.40000009536743","","","",
"Other small states","OSS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","6.19999980926514","","","","","","","","","7.80000019073486","","","","","5.40000009536743","","","1.60000002384186","","","","","","","4.80000019073486","","","","","","","","","","6.40000009536743","4.80000019073486","","","","","",
"Panama","PAN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","6.90000009536743","","","","","","","","","","","","","","","","","6.19999980926514","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.30000019073486","","","","","9.89999961853027","","","","11.8000001907349","","","","","9.10000038146973","","","9.80000019073486","10.3000001907349","8.10000038146973","8.89999961853027","7.19999980926514","","","","","",
"Philippines","PHL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","0.800000011920929","","","","","","","","","","","","","","","","","","","1.70000004768372","","","","","","1.89999997615814","","","","","2.40000009536743","","","","","3.29999995231628","","","4.30000019073486","","5","","","","",
"Palau","PLW","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","2.70000004768372","","","","","","","","","","","","","","","","","","","","","","3.40000009536743","","","","","","13.8000001907349","","","","","","",
"Poland","POL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.899999976158142","","","","","","","0","","","","","","","","",
"Portugal","PRT","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30000019073486","","","","","","","","","","","","","","","7.09999990463257","","","","","","","11.6999998092651","","","","","",
"West Bank and Gaza","PSE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","11.3999996185303","","","5.30000019073486","","","","8.19999980926514","","","",
"Pacific island small states","PSS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3999996185303","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","10.1000003814697","8.89999961853027","9.10000038146973","8.30000019073486","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","2.20000004768372","","","","","","","","","","","","","","","","4","","","","","","","","7.19999980926514","","","","","6.69999980926514","","","","","7.09999990463257","","","","","","","",
"South Asia","SAS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","2.29999995231628","","","","","2.70000004768372","","","","","3.09999990463257","","","","","3.59999990463257","","","","","4.19999980926514","4.30000019073486","",
"Saudi Arabia","SAU","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.20000004768372","","","","","","","","","","","6.09999990463257","","","","","","","","","","","","",
"Sudan","SDN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79999995231628","","","","","","","5.19999980926514","","","","","","4.19999980926514","","","","","","","","3","","","",
"Senegal","SEN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20000004768372","","","","","","","4","","","","","","","3.20000004768372","","","","","2.40000009536743","","","","","","2.79999995231628","0.699999988079071","1.5","1.29999995231628","","","",
"Singapore","SGP","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","0.600000023841858","","","","","","","","","","","","","","","","","","","","","","","","","","2.59999990463257","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","4.09999990463257","","","","","","","","","","","","","","","","","","","1.89999997615814","","","","","","","","","","","","","","","","","","2.5","","","","","","","","","","",
"Sierra Leone","SLE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","12.3999996185303","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","","","","","5.90000009536743","","","10.1000003814697","","10.3000001907349","","","8.89999961853027","","","","",
"El Salvador","SLV","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","3.90000009536743","","","","","3.90000009536743","","","","","5.80000019073486","","","","","5.69999980926514","","","","","","6","","","",
"San Marino","SMR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
